,Core,R1,R2
1286,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,COc1ccc(Cl)cc1[*:2]
1287,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,N#Cc1cccc([*:2])c1
1288,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,CC(=O)c1ccccc1[*:2]
1289,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,NCc1ccc([*:2])cc1
1290,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,COC(=O)c1ccc([*:2])cc1
1291,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,c1ccc(COc2cccc([*:2])c2)cc1
1292,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,Fc1cc([*:2])cc(F)c1F
1293,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,Cc1cc(F)ccc1[*:2]
1294,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,O=Cc1cc([*:2])ccc1F
1295,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,COc1cccc([*:2])c1F
1296,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,CCOC(=O)c1cccc([*:2])c1
1297,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,Cc1ccc([*:2])cc1F
1298,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,COc1c(F)cc(F)cc1[*:2]
1299,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1nc(C[*:1])c[nH]1,Cc1ccc(F)c([*:2])c1Cl
1300,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1ccc([*:2])cc1
1301,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Brc1ccc([*:2])cc1
1302,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,O=[N+]([O-])c1cccc([*:2])c1
1303,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Cc1ccc([*:2])cc1
1304,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1ccc2c(c1)oc1c([*:2])cccc12
1305,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1ccc2c(c1)Sc1cccc([*:2])c1S2
1306,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CSc1ccc([*:2])cc1
1307,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,FC(F)(F)c1cccc([*:2])c1
1308,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,O=[N+]([O-])c1ccccc1[*:2]
1309,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Cc1ccc([*:2])cc1[N+](=O)[O-]
1310,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CC(=O)Nc1cccc([*:2])c1
1311,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Fc1cccc([*:2])c1
1312,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1ccccc1[*:2]
1313,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Clc1ccccc1[*:2]
1314,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Fc1ccccc1[*:2]
1315,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CCOc1ccccc1[*:2]
1316,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,OCc1ccc([*:2])cc1
1317,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CCCc1ccc([*:2])cc1
1318,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CCc1ccc([*:2])cc1
1319,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Fc1cc([*:2])ccc1OCc1ccccc1
1320,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1ccc(Oc2ccccc2[*:2])cc1
1321,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Cc1cccc(C)c1[*:2]
1322,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1cc2c(cc1[*:2])OCO2
1323,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1ccc([*:2])c(OC)c1
1324,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,FC(F)(F)Oc1ccc([*:2])cc1
1325,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Fc1c(F)c(F)c([*:2])c(F)c1F
1326,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CC(=O)c1ccc([*:2])cc1
1327,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Clc1cccc([*:2])c1Cl
1328,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,O=C(O)/C=C/c1cccc([*:2])c1
1329,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,O=[N+]([O-])/C=C/c1ccc([*:2])cc1
1330,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1c(C)cc([*:2])cc1C
1331,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1cnc2c([*:2])cccc2c1
1332,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,OCc1cccc([*:2])c1
1333,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1ccc(C(C)C)cc1[*:2]
1334,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1ccc2c(c1)sc1c([*:2])cccc12
1335,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1ccc([*:2])c(OC)c1OC
1336,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1ccc(Cl)cc1[*:2]
1337,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,N#Cc1cccc([*:2])c1
1338,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CC(=O)c1ccccc1[*:2]
1339,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,NCc1ccc([*:2])cc1
1340,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COC(=O)c1ccc([*:2])cc1
1341,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,c1ccc(COc2cccc([*:2])c2)cc1
1342,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Fc1cc([*:2])cc(F)c1F
1343,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Cc1cc(F)ccc1[*:2]
1344,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,O=Cc1cc([*:2])ccc1F
1345,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1cccc([*:2])c1F
1346,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,CCOC(=O)c1cccc([*:2])c1
1347,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Cc1ccc([*:2])cc1F
1348,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,COc1c(F)cc(F)cc1[*:2]
1349,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc(C[*:1])c1,Cc1ccc(F)c([*:2])c1Cl
1350,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1ccc([*:2])cc1
1351,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Brc1ccc([*:2])cc1
1352,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,O=[N+]([O-])c1cccc([*:2])c1
1353,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Cc1ccc([*:2])cc1
1354,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1ccc2c(c1)oc1c([*:2])cccc12
1355,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1ccc2c(c1)Sc1cccc([*:2])c1S2
1356,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CSc1ccc([*:2])cc1
1357,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,FC(F)(F)c1cccc([*:2])c1
1358,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,O=[N+]([O-])c1ccccc1[*:2]
1359,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Cc1ccc([*:2])cc1[N+](=O)[O-]
1360,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CC(=O)Nc1cccc([*:2])c1
1361,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Fc1cccc([*:2])c1
1362,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1ccccc1[*:2]
1363,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Clc1ccccc1[*:2]
1364,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Fc1ccccc1[*:2]
1365,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CCOc1ccccc1[*:2]
1366,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,OCc1ccc([*:2])cc1
1367,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CCCc1ccc([*:2])cc1
1368,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CCc1ccc([*:2])cc1
1369,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Fc1cc([*:2])ccc1OCc1ccccc1
1370,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1ccc(Oc2ccccc2[*:2])cc1
1371,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Cc1cccc(C)c1[*:2]
1372,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1cc2c(cc1[*:2])OCO2
1373,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1ccc([*:2])c(OC)c1
1374,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,FC(F)(F)Oc1ccc([*:2])cc1
1375,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Fc1c(F)c(F)c([*:2])c(F)c1F
1376,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CC(=O)c1ccc([*:2])cc1
1377,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Clc1cccc([*:2])c1Cl
1378,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,O=C(O)/C=C/c1cccc([*:2])c1
1379,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,O=[N+]([O-])/C=C/c1ccc([*:2])cc1
1380,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1c(C)cc([*:2])cc1C
1381,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1cnc2c([*:2])cccc2c1
1382,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,OCc1cccc([*:2])c1
1383,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1ccc(C(C)C)cc1[*:2]
1384,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1ccc2c(c1)sc1c([*:2])cccc12
1385,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1ccc([*:2])c(OC)c1OC
1386,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1ccc(Cl)cc1[*:2]
1387,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,N#Cc1cccc([*:2])c1
1388,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CC(=O)c1ccccc1[*:2]
1389,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,NCc1ccc([*:2])cc1
1390,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COC(=O)c1ccc([*:2])cc1
1391,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,c1ccc(COc2cccc([*:2])c2)cc1
1392,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Fc1cc([*:2])cc(F)c1F
1393,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Cc1cc(F)ccc1[*:2]
1394,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,O=Cc1cc([*:2])ccc1F
1395,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1cccc([*:2])c1F
1396,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,CCOC(=O)c1cccc([*:2])c1
1397,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Cc1ccc([*:2])cc1F
1398,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,COc1c(F)cc(F)cc1[*:2]
1399,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,Cc1ccc(F)c([*:2])c1Cl
1400,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1ccc([*:2])cc1
1401,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Brc1ccc([*:2])cc1
1402,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
1403,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Cc1ccc([*:2])cc1
1404,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
1405,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
1406,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CSc1ccc([*:2])cc1
1407,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],FC(F)(F)c1cccc([*:2])c1
1408,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
1409,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
1410,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
1411,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Fc1cccc([*:2])c1
1412,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1ccccc1[*:2]
1413,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Clc1ccccc1[*:2]
1414,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Fc1ccccc1[*:2]
1415,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CCOc1ccccc1[*:2]
1416,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],OCc1ccc([*:2])cc1
1417,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CCCc1ccc([*:2])cc1
1418,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CCc1ccc([*:2])cc1
1419,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
1420,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
1421,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
1422,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
1423,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
1424,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
1425,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
1426,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
1427,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
1428,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
1429,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
1430,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
1431,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
1432,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],OCc1cccc([*:2])c1
1433,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
1434,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
1435,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
1436,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
1437,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],N#Cc1cccc([*:2])c1
1438,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
1439,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],NCc1ccc([*:2])cc1
1440,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
1441,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
1442,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
1443,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
1444,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
1445,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1cccc([*:2])c1F
1446,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
1447,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Cc1ccc([*:2])cc1F
1448,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
1449,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],NC(=O)C[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
1450,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc([*:1])cc1,c1ccc([*:2])cc1
1451,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc([*:1])cc1,Brc1ccc([*:2])cc1
1452,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc([*:1])cc1,O=[N+]([O-])c1cccc([*:2])c1
