,Core,R1,R2
167,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],CCCc1ccc([*:2])cc1
168,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],CCc1ccc([*:2])cc1
169,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
170,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
171,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
172,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
173,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
174,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
175,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
176,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
177,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
178,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
179,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
180,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
181,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
182,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],OCc1cccc([*:2])c1
183,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
184,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
185,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
186,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
187,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],N#Cc1cccc([*:2])c1
188,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
189,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],NCc1ccc([*:2])cc1
190,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
191,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
192,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
193,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
194,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
195,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1cccc([*:2])c1F
196,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
197,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Cc1ccc([*:2])cc1F
198,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
199,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)C[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
200,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1ccc([*:2])cc1
201,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Brc1ccc([*:2])cc1
202,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
203,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Cc1ccc([*:2])cc1
204,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
205,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
206,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CSc1ccc([*:2])cc1
207,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],FC(F)(F)c1cccc([*:2])c1
208,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
209,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
210,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
211,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Fc1cccc([*:2])c1
212,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1ccccc1[*:2]
213,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Clc1ccccc1[*:2]
214,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Fc1ccccc1[*:2]
215,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CCOc1ccccc1[*:2]
216,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],OCc1ccc([*:2])cc1
217,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CCCc1ccc([*:2])cc1
218,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CCc1ccc([*:2])cc1
219,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
220,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
221,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
222,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
223,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
224,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
225,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
226,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
227,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
228,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
229,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
230,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
231,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
232,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],OCc1cccc([*:2])c1
233,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
234,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
235,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
236,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
237,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],N#Cc1cccc([*:2])c1
238,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
239,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],NCc1ccc([*:2])cc1
240,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
241,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
242,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
243,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
244,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
245,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1cccc([*:2])c1F
246,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
247,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Cc1ccc([*:2])cc1F
248,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
249,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCSCC[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
250,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1ccc([*:2])cc1
251,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Brc1ccc([*:2])cc1
252,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
253,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Cc1ccc([*:2])cc1
254,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
255,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
256,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CSc1ccc([*:2])cc1
257,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],FC(F)(F)c1cccc([*:2])c1
258,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
259,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
260,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
261,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Fc1cccc([*:2])c1
262,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1ccccc1[*:2]
263,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Clc1ccccc1[*:2]
264,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Fc1ccccc1[*:2]
265,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CCOc1ccccc1[*:2]
266,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],OCc1ccc([*:2])cc1
267,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CCCc1ccc([*:2])cc1
268,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CCc1ccc([*:2])cc1
269,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
270,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
271,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
272,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
273,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
274,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
275,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
276,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
277,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
278,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
279,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
280,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
281,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
282,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],OCc1cccc([*:2])c1
283,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
284,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
285,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
286,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
287,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],N#Cc1cccc([*:2])c1
288,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
289,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],NCc1ccc([*:2])cc1
290,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
291,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
292,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
293,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
294,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
295,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1cccc([*:2])c1F
296,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
297,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Cc1ccc([*:2])cc1F
298,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
299,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(=O)NCCCC[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
300,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1ccc([*:2])cc1
301,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Brc1ccc([*:2])cc1
302,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,O=[N+]([O-])c1cccc([*:2])c1
303,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Cc1ccc([*:2])cc1
304,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1ccc2c(c1)oc1c([*:2])cccc12
305,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1ccc2c(c1)Sc1cccc([*:2])c1S2
306,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CSc1ccc([*:2])cc1
307,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,FC(F)(F)c1cccc([*:2])c1
308,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,O=[N+]([O-])c1ccccc1[*:2]
309,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Cc1ccc([*:2])cc1[N+](=O)[O-]
310,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CC(=O)Nc1cccc([*:2])c1
311,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Fc1cccc([*:2])c1
312,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COc1ccccc1[*:2]
313,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Clc1ccccc1[*:2]
314,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Fc1ccccc1[*:2]
315,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CCOc1ccccc1[*:2]
316,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,OCc1ccc([*:2])cc1
317,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CCCc1ccc([*:2])cc1
318,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CCc1ccc([*:2])cc1
319,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Fc1cc([*:2])ccc1OCc1ccccc1
320,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1ccc(Oc2ccccc2[*:2])cc1
321,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Cc1cccc(C)c1[*:2]
322,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1cc2c(cc1[*:2])OCO2
323,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COc1ccc([*:2])c(OC)c1
324,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,FC(F)(F)Oc1ccc([*:2])cc1
325,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Fc1c(F)c(F)c([*:2])c(F)c1F
326,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CC(=O)c1ccc([*:2])cc1
327,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Clc1cccc([*:2])c1Cl
328,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,O=C(O)/C=C/c1cccc([*:2])c1
329,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,O=[N+]([O-])/C=C/c1ccc([*:2])cc1
330,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COc1c(C)cc([*:2])cc1C
331,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1cnc2c([*:2])cccc2c1
332,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,OCc1cccc([*:2])c1
333,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COc1ccc(C(C)C)cc1[*:2]
334,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1ccc2c(c1)sc1c([*:2])cccc12
335,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COc1ccc([*:2])c(OC)c1OC
336,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COc1ccc(Cl)cc1[*:2]
337,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,N#Cc1cccc([*:2])c1
338,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,CC(=O)c1ccccc1[*:2]
339,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,NCc1ccc([*:2])cc1
340,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,COC(=O)c1ccc([*:2])cc1
341,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,c1ccc(COc2cccc([*:2])c2)cc1
342,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Fc1cc([*:2])cc(F)c1F
343,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,Cc1cc(F)ccc1[*:2]
344,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1csc([*:1])c1,O=Cc1cc([*:2])ccc1F
