,Core,Atag,R1,Btag,R2,pIC50
1334,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B35,c1ccc2c(c1)sc1c([*:2])cccc12,5.3
1335,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B36,COc1ccc([*:2])c(OC)c1OC,Inactive
1336,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B37,COc1ccc(Cl)cc1[*:2],4
1337,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B38,N#Cc1cccc([*:2])c1,4.8
1338,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B39,CC(=O)c1ccccc1[*:2],Inactive
1339,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B40,NCc1ccc([*:2])cc1,4.8
1340,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B41,COC(=O)c1ccc([*:2])cc1,6.7
1341,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B42,c1ccc(COc2cccc([*:2])c2)cc1,5.1
1342,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B43,Fc1cc([*:2])cc(F)c1F,5.4
1343,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B44,Cc1cc(F)ccc1[*:2],4.5
1344,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B45,O=Cc1cc([*:2])ccc1F,Not Made
1345,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B46,COc1cccc([*:2])c1F,4.3
1346,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B47,CCOC(=O)c1cccc([*:2])c1,4.5
1347,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B48,Cc1ccc([*:2])cc1F,6.7
1348,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B49,COc1c(F)cc(F)cc1[*:2],Inactive
1349,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A27,[H][*:1].c1csc(C[*:1])c1,B50,Cc1ccc(F)c([*:2])c1Cl,4.6
1350,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B01,c1ccc([*:2])cc1,6.4
1351,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B02,Brc1ccc([*:2])cc1,6.8
1352,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B03,O=[N+]([O-])c1cccc([*:2])c1,5.3
1353,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B04,Cc1ccc([*:2])cc1,6.9
1354,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,5.3
1355,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5.3
1356,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B07,CSc1ccc([*:2])cc1,7
1357,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B08,FC(F)(F)c1cccc([*:2])c1,5
1358,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B09,O=[N+]([O-])c1ccccc1[*:2],Not Made
1359,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B10,Cc1ccc([*:2])cc1[N+](=O)[O-],Not Assayed
1360,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B11,CC(=O)Nc1cccc([*:2])c1,6.3
1361,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B12,Fc1cccc([*:2])c1,Not Assayed
1362,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B13,COc1ccccc1[*:2],4.7
1363,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B14,Clc1ccccc1[*:2],4.7
1364,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B15,Fc1ccccc1[*:2],5.4
1365,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B16,CCOc1ccccc1[*:2],4.5
1366,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B17,OCc1ccc([*:2])cc1,Not Made
1367,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B18,CCCc1ccc([*:2])cc1,6.9
1368,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B19,CCc1ccc([*:2])cc1,7.2
1369,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.3
1370,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B21,c1ccc(Oc2ccccc2[*:2])cc1,5.2
1371,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B22,Cc1cccc(C)c1[*:2],4.6
1372,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B23,c1cc2c(cc1[*:2])OCO2,6.3
1373,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B24,COc1ccc([*:2])c(OC)c1,5.2
1374,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B25,FC(F)(F)Oc1ccc([*:2])cc1,6.9
1375,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
1376,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B27,CC(=O)c1ccc([*:2])cc1,6.8
1377,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B28,Clc1cccc([*:2])c1Cl,5.1
1378,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B29,O=C(O)/C=C/c1cccc([*:2])c1,4.9
1379,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
1380,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B31,COc1c(C)cc([*:2])cc1C,5.5
1381,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B32,c1cnc2c([*:2])cccc2c1,4.4
1382,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B33,OCc1cccc([*:2])c1,6.4
1383,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B34,COc1ccc(C(C)C)cc1[*:2],4.9
1384,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B35,c1ccc2c(c1)sc1c([*:2])cccc12,5.4
1385,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B36,COc1ccc([*:2])c(OC)c1OC,Not Made
1386,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B37,COc1ccc(Cl)cc1[*:2],4.7
1387,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B38,N#Cc1cccc([*:2])c1,Not Made
1388,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B39,CC(=O)c1ccccc1[*:2],4.4
1389,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B40,NCc1ccc([*:2])cc1,Not Made
1390,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B41,COC(=O)c1ccc([*:2])cc1,6.6
1391,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B42,c1ccc(COc2cccc([*:2])c2)cc1,4.6
1392,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B43,Fc1cc([*:2])cc(F)c1F,6.1
1393,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B44,Cc1cc(F)ccc1[*:2],5.1
1394,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B45,O=Cc1cc([*:2])ccc1F,Not Made
1395,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B46,COc1cccc([*:2])c1F,4.8
1396,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B47,CCOC(=O)c1cccc([*:2])c1,4.8
1397,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B48,Cc1ccc([*:2])cc1F,6.8
1398,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B49,COc1c(F)cc(F)cc1[*:2],5.1
1399,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A28,[H][*:1].c1ccc2c(C[*:1])c[nH]c2c1,B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
1400,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B01,c1ccc([*:2])cc1,5.7
1401,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,6.8
1402,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,4.8
1403,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,6.2
1404,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.3
1405,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,4.7
1406,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,6.9
1407,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,5.2
1408,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],4.6
1409,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.1
1410,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,5.7
1411,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,5.7
1412,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B13,COc1ccccc1[*:2],Inactive
1413,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B14,Clc1ccccc1[*:2],Inactive
1414,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B15,Fc1ccccc1[*:2],5.2
1415,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],4.3
1416,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,6
1417,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.6
1418,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7.2
1419,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,7.1
1420,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,4.5
1421,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Inactive
1422,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,5.9
1423,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,5.6
1424,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.2
1425,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
1426,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,6.5
1427,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,4.2
1428,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,5.3
1429,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
1430,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.9
1431,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,Inactive
1432,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,Not Made
1433,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],5
1434,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4
1435,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive
1436,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive
1437,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,Not Made
1438,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],4
1439,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,Not Made
1440,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,6.2
1441,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,4.7
1442,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,5.3
1443,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],4.2
1444,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
1445,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,Inactive
1446,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,4.1
1447,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,6.3
1448,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.3
1449,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A29,NC(=O)C[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
1450,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B01,c1ccc([*:2])cc1,5.6
1451,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B02,Brc1ccc([*:2])cc1,6.5
1452,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B03,O=[N+]([O-])c1cccc([*:2])c1,4.7
1453,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B04,Cc1ccc([*:2])cc1,Assay Failed
1454,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.7
1455,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,Assay Failed
1456,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B07,CSc1ccc([*:2])cc1,Assay Failed
1457,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B08,FC(F)(F)c1cccc([*:2])c1,4.7
1458,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B09,O=[N+]([O-])c1ccccc1[*:2],4.7
1459,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B10,Cc1ccc([*:2])cc1[N+](=O)[O-],4.9
1460,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B11,CC(=O)Nc1cccc([*:2])c1,5.3
1461,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B12,Fc1cccc([*:2])c1,5.6
1462,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B13,COc1ccccc1[*:2],4
1463,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B14,Clc1ccccc1[*:2],4.4
1464,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B15,Fc1ccccc1[*:2],5.1
1465,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B16,CCOc1ccccc1[*:2],4.1
1466,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B17,OCc1ccc([*:2])cc1,5.7
1467,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B18,CCCc1ccc([*:2])cc1,7.4
1468,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B19,CCc1ccc([*:2])cc1,6.4
1469,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.4
1470,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B21,c1ccc(Oc2ccccc2[*:2])cc1,5.2
1471,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B22,Cc1cccc(C)c1[*:2],Not Made
1472,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B23,c1cc2c(cc1[*:2])OCO2,5.9
1473,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B24,COc1ccc([*:2])c(OC)c1,4.6
1474,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B25,FC(F)(F)Oc1ccc([*:2])cc1,7
1475,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B26,Fc1c(F)c(F)c([*:2])c(F)c1F,4
1476,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B27,CC(=O)c1ccc([*:2])cc1,6.1
1477,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B28,Clc1cccc([*:2])c1Cl,4.8
1478,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B29,O=C(O)/C=C/c1cccc([*:2])c1,4.4
1479,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
1480,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B31,COc1c(C)cc([*:2])cc1C,5.3
1481,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B32,c1cnc2c([*:2])cccc2c1,Inactive
1482,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A30,[H][*:1].c1ccc([*:1])cc1,B33,OCc1cccc([*:2])c1,5.9
