,Core,Atag,R1,Btag,R2,pIC50
597,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A12,FC(F)(F)C(C(F)(F)F)[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,5.8
598,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A12,FC(F)(F)C(C(F)(F)F)[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.1
599,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A12,FC(F)(F)C(C(F)(F)F)[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
600,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B01,c1ccc([*:2])cc1,Not Made
601,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,Not Made
602,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,Not Made
603,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,Not Made
604,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,Not Made
605,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,Not Made
606,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,Not Made
607,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,Not Made
608,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Not Made
609,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],Not Made
610,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,Not Made
611,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,Not Made
612,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B13,COc1ccccc1[*:2],Not Made
613,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B14,Clc1ccccc1[*:2],Not Made
614,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B15,Fc1ccccc1[*:2],Not Made
615,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],Not Made
616,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,Not Made
617,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,Not Made
618,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,Not Made
619,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,Not Made
620,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,Not Made
621,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Not Made
622,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,Not Made
623,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,Not Made
624,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,Not Made
625,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
626,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,Not Made
627,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,Not Made
628,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,Not Made
629,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
630,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,Not Made
631,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,Not Made
632,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,Not Made
633,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],Not Made
634,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,Not Made
635,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Not Made
636,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Not Made
637,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,Not Made
638,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],Not Made
639,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,Not Made
640,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,Not Made
641,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,Not Made
642,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,Not Made
643,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],Not Made
644,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
645,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,Not Made
646,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,Not Made
647,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,Not Made
648,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],Not Made
649,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A13,N#CC[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
650,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B01,c1ccc([*:2])cc1,6.4
651,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,7.3
652,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,5.7
653,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,7.2
654,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.3
655,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5.6
656,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,7.3
657,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,5.2
658,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Inactive
659,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.8
660,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,6.4
661,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,6.7
662,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B13,COc1ccccc1[*:2],5.2
663,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B14,Clc1ccccc1[*:2],4.9
664,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B15,Fc1ccccc1[*:2],6.2
665,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],4
666,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,6.8
667,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.6
668,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7.4
669,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,7.4
670,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,4.9
671,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Inactive
672,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,6.3
673,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,5
674,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.5
675,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
676,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,7.2
677,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,4.7
678,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,5.4
679,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
680,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.9
681,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,4
682,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,6.9
683,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],Inactive
684,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,5.3
685,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,4.1
686,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],4
687,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,5.6
688,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],Inactive
689,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,5.4
690,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,7
691,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,4.7
692,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,6.4
693,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],5.2
694,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
695,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,5.6
696,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,4.9
697,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,7.5
698,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.1
699,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A14,CCOC(=O)CC[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
700,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B01,c1ccc([*:2])cc1,6.2
701,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B02,Brc1ccc([*:2])cc1,6.9
702,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,5.2
703,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B04,Cc1ccc([*:2])cc1,Not Made
704,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,Not Made
705,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,Not Assayed
706,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B07,CSc1ccc([*:2])cc1,Not Made
707,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,Not Made
708,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Not Made
709,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.4
710,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,Not Made
711,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B12,Fc1cccc([*:2])c1,Not Made
712,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B13,COc1ccccc1[*:2],5
713,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B14,Clc1ccccc1[*:2],5.1
714,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B15,Fc1ccccc1[*:2],5.9
715,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B16,CCOc1ccccc1[*:2],4.6
716,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B17,OCc1ccc([*:2])cc1,6.9
717,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B18,CCCc1ccc([*:2])cc1,7.3
718,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B19,CCc1ccc([*:2])cc1,Not Made
719,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,Not Made
720,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,5.5
721,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B22,Cc1cccc(C)c1[*:2],Not Made
722,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,6.4
723,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B24,COc1ccc([*:2])c(OC)c1,5
724,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,Not Assayed
725,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
726,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,Not Assayed
727,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B28,Clc1cccc([*:2])c1Cl,Not Assayed
728,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,Not Made
729,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
730,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.5
731,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B32,c1cnc2c([*:2])cccc2c1,4.8
732,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B33,OCc1cccc([*:2])c1,Not Made
733,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],4.4
734,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,Not Made
735,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Not Made
736,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Not Made
737,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B38,N#Cc1cccc([*:2])c1,Not Made
738,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B39,CC(=O)c1ccccc1[*:2],Not Assayed
739,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B40,NCc1ccc([*:2])cc1,Not Made
740,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,6.7
741,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,Not Made
742,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,Not Made
743,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B44,Cc1cc(F)ccc1[*:2],Not Made
744,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
745,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B46,COc1cccc([*:2])c1F,4.6
746,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,5.8
747,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B48,Cc1ccc([*:2])cc1F,Not Made
748,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.3
